SUMMARY LEVEL,SUMMARY LEVEL 2,COUNTRY CODE,COUNTRY NAME,COUNTRY SUBCODE,GENERAL VALUES/MONTH,GENERAL VALUES/YEAR,DISTRICT,DISTRICT NAME,MONTHLY CONSUMPTION VALUE,YEARLY CONSUMPTION VALUE,COMMODITY DESCRIPTION,COMMODITY,YEAR,MONTH
DET,HSCYCSDT,5490,THAILAND,00,563,4403,25,"SAN DIEGO, CA",563,4403,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5490,THAILAND,00,570868,3361898,17,"SAVANNAH, GA",570868,3361898,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5490,THAILAND,00,3284,9276,23,"LAREDO, TX",3284,9276,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5490,THAILAND,00,165224,769859,24,"EL PASO, TX",165224,769859,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5490,THAILAND,00,268047,4418219,27,"LOS ANGELES, CA",268047,4418219,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5490,THAILAND,00,0,12750,31,"ANCHORAGE, AK",0,12750,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5490,THAILAND,00,860246,2773480,39,"CHICAGO, IL",860246,2773480,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5490,THAILAND,00,1733,20546,55,"DALLAS-FORT WORTH, TX",1733,20546,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,50870,07,"OGDENSBURG, NY",0,50870,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,450144,10,"NEW YORK CITY, NY",0,450144,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,42272,13,"BALTIMORE, MD",0,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,46284,15,"WILMINGTON, NC",0,46284,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,1656483,13223142,16,"CHARLESTON, SC",1656483,13223142,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,127026,689086,17,"SAVANNAH, GA",127026,689086,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,1548,20,"NEW ORLEANS, LA",0,1548,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,9392,291127,23,"LAREDO, TX",9392,291127,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,104858,301339,24,"EL PASO, TX",104858,301339,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,1076,10378,25,"SAN DIEGO, CA",1076,10378,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,127618,703343,27,"LOS ANGELES, CA",127618,703343,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,903382,8027636,28,"SAN FRANCISCO, CA",903382,8096090,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,20592,30,"SEATTLE, WA",0,20592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,440,16120,31,"ANCHORAGE, AK",440,16120,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,345840,35,"MINNEAPOLIS, MN",0,345840,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,2687,38,"DETROIT, MI",0,2687,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,198712,984042,39,"CHICAGO, IL",198712,984042,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,4900,41,"CLEVELAND, OH",0,4900,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,489720,1091865,45,"ST. LOUIS, MO",489720,1091865,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5570,MALAYSIA,00,0,28630,55,"DALLAS-FORT WORTH, TX",0,28630,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5600,INDONESIA,00,0,14541,38,"DETROIT, MI",0,14541,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5700,CHINA,00,54360,262725,10,"NEW YORK CITY, NY",54360,262725,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5700,CHINA,00,0,1943,20,"NEW ORLEANS, LA",0,1943,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5700,CHINA,00,5541,43931,24,"EL PASO, TX",5541,43931,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5700,CHINA,00,8400,8400,41,"CLEVELAND, OH",8400,8400,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
DET,HSCYCSDT,5830,TAIWAN,00,0,1118,31,"ANCHORAGE, AK",0,1118,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,0,47244,15,"WILMINGTON, NC",0,47244,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,0,53879,07,"OGDENSBURG, NY",0,53879,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,54360,942437,10,"NEW YORK CITY, NY",54360,942437,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,0,42272,13,"BALTIMORE, MD",0,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,1977319,15582532,16,"CHARLESTON, SC",1977319,15582532,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,784306,4917426,17,"SAVANNAH, GA",784306,4917426,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,0,6904,20,"NEW ORLEANS, LA",0,6904,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,15059,319278,23,"LAREDO, TX",15059,319278,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,306362,1331208,24,"EL PASO, TX",306362,1331208,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,1639,14781,25,"SAN DIEGO, CA",1639,14781,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,395665,5121562,27,"LOS ANGELES, CA",395665,5121562,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,1108638,8638460,28,"SAN FRANCISCO, CA",1108638,8706914,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,0,20592,30,"SEATTLE, WA",0,20592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,440,29988,31,"ANCHORAGE, AK",440,29988,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,0,345840,35,"MINNEAPOLIS, MN",0,345840,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,0,17228,38,"DETROIT, MI",0,17228,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,1058958,3757522,39,"CHICAGO, IL",1058958,3757522,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,8400,13300,41,"CLEVELAND, OH",8400,13300,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,552135,1269665,45,"ST. LOUIS, MO",552135,1269665,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCYCSDT,5XXX,ASIA,00,1733,270543,55,"DALLAS-FORT WORTH, TX",1733,270543,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,08
CGP,HSCY,0022,OECD,-,0,984562,-,TOTAL FOR ALL DISTRICTS,0,984073,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HS,-,TOTAL FOR ALL COUNTRIES,-,5241314,48968537,-,TOTAL FOR ALL DISTRICTS,5241314,49036502,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0003,EUROPEAN UNION,-,0,962740,-,TOTAL FOR ALL DISTRICTS,0,962740,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0014,PACIFIC RIM COUNTRIES,-,3288394,29952897,-,TOTAL FOR ALL DISTRICTS,3288394,30021351,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0020,NAFTA,-,0,21822,-,TOTAL FOR ALL DISTRICTS,0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0021,TWENTY LATIN AMERICAN REPUBLICS,-,0,21822,-,TOTAL FOR ALL DISTRICTS,0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0023,NATO,-,0,2144,-,TOTAL FOR ALL DISTRICTS,0,2144,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0024,LAFTA,-,0,21822,-,TOTAL FOR ALL DISTRICTS,0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0025,EURO AREA,-,0,962740,-,TOTAL FOR ALL DISTRICTS,0,962740,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0026,APEC,-,4487866,42544622,-,TOTAL FOR ALL DISTRICTS,4487866,42612587,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,0027,ASEAN,-,4485012,42201829,-,TOTAL FOR ALL DISTRICTS,4485012,42270283,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,1XXX,NORTH AMERICA,-,0,21822,-,TOTAL FOR ALL DISTRICTS,0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,2010,MEXICO,-,0,21822,-,TOTAL FOR ALL DISTRICTS,0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,4279,FRANCE,-,0,2144,-,TOTAL FOR ALL DISTRICTS,0,2144,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,4330,AUSTRIA,-,0,960596,-,TOTAL FOR ALL DISTRICTS,0,960596,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,4XXX,EUROPE,-,0,962740,-,TOTAL FOR ALL DISTRICTS,0,962740,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,5330,INDIA,-,4038,430584,-,TOTAL FOR ALL DISTRICTS,4038,430584,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,5420,SRI LANKA,-,749410,5030591,-,TOTAL FOR ALL DISTRICTS,749410,5030591,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,5490,THAILAND,-,1199472,12569903,-,TOTAL FOR ALL DISTRICTS,1199472,12569903,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,5570,MALAYSIA,-,3285117,29616962,-,TOTAL FOR ALL DISTRICTS,3285117,29685416,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,5600,INDONESIA,-,423,14964,-,TOTAL FOR ALL DISTRICTS,423,14964,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,0,7736,23,"LAREDO, TX",0,7736,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,5700,CHINA,-,2854,319853,-,TOTAL FOR ALL DISTRICTS,2854,319853,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
DET,HSCY,5830,TAIWAN,-,0,1118,-,TOTAL FOR ALL DISTRICTS,0,1118,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCY,5XXX,ASIA,-,5241314,47983975,-,TOTAL FOR ALL DISTRICTS,5241314,48052429,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,0,953771,10,"NEW YORK CITY, NY",0,953771,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0003,EUROPEAN UNION,00,0,1233,20,"NEW ORLEANS, LA",0,1233,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,50870,07,"OGDENSBURG, NY",0,50870,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,712869,10,"NEW YORK CITY, NY",0,712869,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,6900,6900,11,"PHILADELPHIA, PA",6900,6900,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,42272,13,"BALTIMORE, MD",0,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,46284,15,"WILMINGTON, NC",0,46284,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,1035031,14258173,16,"CHARLESTON, SC",1035031,14258173,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,121128,810214,17,"SAVANNAH, GA",121128,810214,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,3491,20,"NEW ORLEANS, LA",0,3491,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,10817,301944,23,"LAREDO, TX",10817,301944,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,22462,367732,24,"EL PASO, TX",22462,367732,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,1125,11503,25,"SAN DIEGO, CA",1125,11503,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,147984,851327,27,"LOS ANGELES, CA",147984,851327,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,1655047,9682683,28,"SAN FRANCISCO, CA",1655047,9751137,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,20592,30,"SEATTLE, WA",0,20592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,780,18018,31,"ANCHORAGE, AK",780,18018,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,345840,35,"MINNEAPOLIS, MN",0,345840,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,11690,28918,38,"DETROIT, MI",11690,28918,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,22230,1006272,39,"CHICAGO, IL",22230,1006272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,13300,41,"CLEVELAND, OH",0,13300,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,253200,1345065,45,"ST. LOUIS, MO",253200,1345065,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0021,TWENTY LATIN AMERICAN REPUBLICS,00,0,21333,24,"EL PASO, TX",0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0014,PACIFIC RIM COUNTRIES,00,0,28630,55,"DALLAS-FORT WORTH, TX",0,28630,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0020,NAFTA,00,0,21333,24,"EL PASO, TX",0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0020,NAFTA,00,0,489,52,"MIAMI, FL",0,0,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0021,TWENTY LATIN AMERICAN REPUBLICS,00,0,489,52,"MIAMI, FL",0,0,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0022,OECD,00,0,953771,10,"NEW YORK CITY, NY",0,953771,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0022,OECD,00,0,1233,20,"NEW ORLEANS, LA",0,1233,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0022,OECD,00,0,7736,23,"LAREDO, TX",0,7736,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0022,OECD,00,0,21333,24,"EL PASO, TX",0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0022,OECD,00,0,489,52,"MIAMI, FL",0,0,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0023,NATO,00,0,1600,10,"NEW YORK CITY, NY",0,1600,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0023,NATO,00,0,544,20,"NEW ORLEANS, LA",0,544,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0024,LAFTA,00,0,21333,24,"EL PASO, TX",0,21333,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0024,LAFTA,00,0,489,52,"MIAMI, FL",0,0,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0025,EURO AREA,00,0,953771,10,"NEW YORK CITY, NY",0,953771,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0025,EURO AREA,00,0,1233,20,"NEW ORLEANS, LA",0,1233,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0025,EURO AREA,00,0,7736,23,"LAREDO, TX",0,7736,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,50870,07,"OGDENSBURG, NY",0,50870,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,712869,10,"NEW YORK CITY, NY",0,712869,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,6900,6900,11,"PHILADELPHIA, PA",6900,6900,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,42272,13,"BALTIMORE, MD",0,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,46284,15,"WILMINGTON, NC",0,46284,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,1035031,14258173,16,"CHARLESTON, SC",1035031,14258173,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,390111,4441095,17,"SAVANNAH, GA",390111,4441095,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,3491,20,"NEW ORLEANS, LA",0,3491,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,11620,312023,23,"LAREDO, TX",11620,312023,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,104213,1240675,24,"EL PASO, TX",104213,1240675,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,3717,18498,25,"SAN DIEGO, CA",3717,18498,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,569997,5691559,27,"LOS ANGELES, CA",569997,5691559,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,1655047,9682683,28,"SAN FRANCISCO, CA",1655047,9751137,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,20592,30,"SEATTLE, WA",0,20592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,780,30768,31,"ANCHORAGE, AK",780,30768,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,345840,35,"MINNEAPOLIS, MN",0,345840,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,11690,28918,38,"DETROIT, MI",11690,28918,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,436918,4194440,39,"CHICAGO, IL",436918,4194440,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,444,13744,41,"CLEVELAND, OH",444,13744,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,50870,07,"OGDENSBURG, NY",0,50870,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,253200,1345065,45,"ST. LOUIS, MO",253200,1345065,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,0,489,52,"MIAMI, FL",0,0,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0026,APEC,00,8198,57374,55,"DALLAS-FORT WORTH, TX",8198,57374,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,450144,10,"NEW YORK CITY, NY",0,450144,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,6900,6900,11,"PHILADELPHIA, PA",6900,6900,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,42272,13,"BALTIMORE, MD",0,42272,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,46284,15,"WILMINGTON, NC",0,46284,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,1035031,14258173,16,"CHARLESTON, SC",1035031,14258173,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,390111,4441095,17,"SAVANNAH, GA",390111,4441095,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,1548,20,"NEW ORLEANS, LA",0,1548,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,11620,312023,23,"LAREDO, TX",11620,312023,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,102139,1173337,24,"EL PASO, TX",102139,1173337,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,3717,18498,25,"SAN DIEGO, CA",3717,18498,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,569997,5691559,27,"LOS ANGELES, CA",569997,5691559,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,1655047,9682683,28,"SAN FRANCISCO, CA",1655047,9751137,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,20592,30,"SEATTLE, WA",0,20592,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,28870,31,"ANCHORAGE, AK",0,28870,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,0,345840,35,"MINNEAPOLIS, MN",0,345840,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,11690,28918,38,"DETROIT, MI",11690,28918,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,436918,4194440,39,"CHICAGO, IL",436918,4194440,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,444,5344,41,"CLEVELAND, OH",444,5344,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
CGP,HSCYCSDT,0027,ASEAN,00,253200,1345065,45,"ST. LOUIS, MO",253200,1345065,SURGICAL GLOVES OF NATURAL RUBBER,4015110110,2020,09
