SUMMARY_LEVEL,SUMMARY_LEVEL_2,COUNTRY_CODE,COUNTRY_NAME,COUNTRY_SUBCODE,GENERAL_VALUES_MONTH,GENERAL_VALUES_YEAR,DISTRICT,DISTRICT_NAME,MONTHLY_CONSUMPTION_VALUE,YEARLY_CONSUMPTION_VALUE,COMMODITY_DESCRIPTION,COMMODITY,YEAR,MONTH
DET,HSCYCSDT,4039,NORWAY,00,0,9293,10,"NEW YORK CITY, NY",0,9293,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4039,NORWAY,00,0,167677,53,"HOUSTON-GALVESTON, TX",0,167677,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4050,FINLAND,00,0,4182,10,"NEW YORK CITY, NY",0,4182,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4099,DENMARK,00,130011,130011,38,"DETROIT, MI",130011,130011,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4050,FINLAND,00,0,2995,39,"CHICAGO, IL",0,17040,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4099,DENMARK,00,18290,1166987,10,"NEW YORK CITY, NY",18290,1166987,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4099,DENMARK,00,0,896905,28,"SAN FRANCISCO, CA",0,896905,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4099,DENMARK,00,12388,104328,39,"CHICAGO, IL",12388,104328,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,809226,04,"BOSTON, MA",0,809226,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,138842,1721829,10,"NEW YORK CITY, NY",138842,1721829,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,228357,2063806,11,"PHILADELPHIA, PA",228357,2063806,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,13750,16,"CHARLESTON, SC",0,13750,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,9014,45412,17,"SAVANNAH, GA",9014,45412,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,2179,20,"NEW ORLEANS, LA",0,2179,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,13531,28,"SAN FRANCISCO, CA",0,13531,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,28585,38,"DETROIT, MI",0,28585,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,30835,41,"CLEVELAND, OH",0,30835,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,7360,52,"MIAMI, FL",0,7360,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4120,UNITED KINGDOM,00,0,488428,53,"HOUSTON-GALVESTON, TX",0,488428,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4190,IRELAND,00,0,3406,10,"NEW YORK CITY, NY",0,3406,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4190,IRELAND,00,0,2673,11,"PHILADELPHIA, PA",0,2673,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4190,IRELAND,00,0,2122,53,"HOUSTON-GALVESTON, TX",0,2122,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,133110,1767315,10,"NEW YORK CITY, NY",133110,1767315,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,795158,14443105,13,"BALTIMORE, MD",795158,14443105,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,0,2224,14,"NORFOLK, VA",0,2224,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,0,53071,16,"CHARLESTON, SC",0,53071,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,0,2644,20,"NEW ORLEANS, LA",0,2644,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,189859,318132,27,"LOS ANGELES, CA",189859,318132,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,0,266314,30,"SEATTLE, WA",0,266314,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,243738,748203,39,"CHICAGO, IL",243738,748203,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,0,437884,41,"CLEVELAND, OH",0,437884,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,88635,545024,52,"MIAMI, FL",88635,545024,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4210,NETHERLANDS,00,21804,475479,53,"HOUSTON-GALVESTON, TX",21804,475479,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4231,BELGIUM,00,58425,1370242,10,"NEW YORK CITY, NY",58425,1370242,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4231,BELGIUM,00,0,890114,16,"CHARLESTON, SC",0,890114,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4231,BELGIUM,00,16131,16131,20,"NEW ORLEANS, LA",16131,16131,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4231,BELGIUM,00,0,246917,27,"LOS ANGELES, CA",0,246917,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4231,BELGIUM,00,0,31511,29,"COLUMBIA-SNAKE, OR",0,31511,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4231,BELGIUM,00,0,74247,52,"MIAMI, FL",0,74247,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,152661,2092269,10,"NEW YORK CITY, NY",152661,2092269,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4231,BELGIUM,00,0,1090399,53,"HOUSTON-GALVESTON, TX",0,1090399,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4239,LUXEMBOURG,00,0,101384,27,"LOS ANGELES, CA",0,101384,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,0,100188,09,"BUFFALO, NY",0,100188,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,0,1949020,27,"LOS ANGELES, CA",0,1949020,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,1126658,4683877,28,"SAN FRANCISCO, CA",1126658,4683877,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,0,206044,39,"CHICAGO, IL",0,206044,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,0,107292,41,"CLEVELAND, OH",0,107292,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,0,8675,52,"MIAMI, FL",0,8675,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,0,37962,53,"HOUSTON-GALVESTON, TX",0,37962,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4279,FRANCE,00,0,23031,55,"DALLAS-FORT WORTH, TX",0,23031,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,0,18112,07,"OGDENSBURG, NY",0,18112,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,2878555,45205291,10,"NEW YORK CITY, NY",2878555,45205291,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,216129,1358231,13,"BALTIMORE, MD",216129,1358231,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,862406,17890709,14,"NORFOLK, VA",862406,17890709,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,237048,11773752,16,"CHARLESTON, SC",237048,11773752,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,280644,8914019,18,"TAMPA, FL",280644,8914019,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,408711,3343385,20,"NEW ORLEANS, LA",408711,3343385,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,0,468164,27,"LOS ANGELES, CA",0,468164,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,707560,5988292,28,"SAN FRANCISCO, CA",707560,5988292,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,107153,1816065,29,"COLUMBIA-SNAKE, OR",107153,1816065,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,6711,1396674,30,"SEATTLE, WA",6711,1396674,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,17806,334095,38,"DETROIT, MI",17806,334095,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,106301,965705,39,"CHICAGO, IL",106301,965705,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,91913,1638257,41,"CLEVELAND, OH",91913,1638257,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,0,188081,52,"MIAMI, FL",0,188081,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4280,GERMANY,00,174969,4374283,53,"HOUSTON-GALVESTON, TX",174969,4374283,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4330,AUSTRIA,00,0,19512,10,"NEW YORK CITY, NY",0,19512,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4330,AUSTRIA,00,0,27734,39,"CHICAGO, IL",0,27734,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4330,AUSTRIA,00,28988,245982,52,"MIAMI, FL",28988,245982,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4351,CZECH REPUBLIC,00,8628,48435,41,"CLEVELAND, OH",8628,48435,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,84212,07,"OGDENSBURG, NY",0,84212,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,128967,09,"BUFFALO, NY",0,128967,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,12425738,100760224,10,"NEW YORK CITY, NY",12425738,100760224,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,1186919,18,"TAMPA, FL",0,1186919,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,319879,1276852,11,"PHILADELPHIA, PA",319879,1276852,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,9234,15,"WILMINGTON, NC",0,9234,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,7961,17,"SAVANNAH, GA",0,7961,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,5813,20,"NEW ORLEANS, LA",0,5813,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,9987211,75845735,27,"LOS ANGELES, CA",9987211,75845735,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,180851,28,"SAN FRANCISCO, CA",0,180851,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,119978,33,"GREAT FALLS, MT",0,119978,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,0,258463,39,"CHICAGO, IL",0,258463,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,474026,5977512,41,"CLEVELAND, OH",474026,5977512,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4419,SWITZERLAND,00,23421132,174662522,52,"MIAMI, FL",23421132,174662522,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4470,ESTONIA,00,0,22581,30,"SEATTLE, WA",0,22581,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4510,LITHUANIA,00,0,4925,10,"NEW YORK CITY, NY",0,4925,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4510,LITHUANIA,00,0,16863,27,"LOS ANGELES, CA",0,16863,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4510,LITHUANIA,00,0,4526,52,"MIAMI, FL",0,4526,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4550,POLAND,00,12223,881950,10,"NEW YORK CITY, NY",12223,881950,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4550,POLAND,00,0,26432,27,"LOS ANGELES, CA",0,26432,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4550,POLAND,00,0,44090,38,"DETROIT, MI",0,44090,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4550,POLAND,00,0,57249,39,"CHICAGO, IL",0,57249,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4550,POLAND,00,0,10691,41,"CLEVELAND, OH",0,10691,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4550,POLAND,00,87177,289538,52,"MIAMI, FL",87177,289538,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4623,UKRAINE,00,2621,30030,10,"NEW YORK CITY, NY",2621,30030,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4631,ARMENIA,00,0,3517,10,"NEW YORK CITY, NY",0,3517,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4631,ARMENIA,00,5508,5508,27,"LOS ANGELES, CA",5508,5508,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4633,GEORGIA,00,2873,2873,17,"SAVANNAH, GA",2873,2873,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4633,GEORGIA,00,0,34066,27,"LOS ANGELES, CA",0,34066,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,23136,23136,09,"BUFFALO, NY",23136,23136,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,899256,9994378,10,"NEW YORK CITY, NY",899256,9994378,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,15250,13,"BALTIMORE, MD",0,15250,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,20911,14,"NORFOLK, VA",0,20911,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,111254,16,"CHARLESTON, SC",0,111254,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,2962,28,"SAN FRANCISCO, CA",0,2962,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,8852,39,"CHICAGO, IL",0,8852,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,667524,41,"CLEVELAND, OH",0,667524,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,5364,272233,52,"MIAMI, FL",5364,260213,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,294081,53,"HOUSTON-GALVESTON, TX",0,294081,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4700,SPAIN,00,0,8746,55,"DALLAS-FORT WORTH, TX",0,8746,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4710,PORTUGAL,00,0,97112,38,"DETROIT, MI",0,97112,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4710,PORTUGAL,00,0,62751,04,"BOSTON, MA",0,62751,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4710,PORTUGAL,00,5796,169189,09,"BUFFALO, NY",5796,169189,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4710,PORTUGAL,00,34149,1600039,10,"NEW YORK CITY, NY",34149,1600039,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,162588,1205347,04,"BOSTON, MA",162588,1205347,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,36059,203159,07,"OGDENSBURG, NY",36059,203159,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,330921,551066,09,"BUFFALO, NY",330921,551066,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,6714900,68502421,10,"NEW YORK CITY, NY",6714900,68502421,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,0,21140,11,"PHILADELPHIA, PA",0,21140,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,0,370176,13,"BALTIMORE, MD",0,370176,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,114637,1813367,14,"NORFOLK, VA",114637,1813367,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,103586,281876,15,"WILMINGTON, NC",103586,281876,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,3357,61203,17,"SAVANNAH, GA",3357,61203,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,0,33953,18,"TAMPA, FL",0,33953,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,0,5985,19,"MOBILE, AL",0,5985,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,0,133608,20,"NEW ORLEANS, LA",0,133608,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,1717086,12826536,27,"LOS ANGELES, CA",1717086,12826536,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,1060205,8682905,28,"SAN FRANCISCO, CA",1060205,8682905,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,51719,926781,30,"SEATTLE, WA",51719,926781,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,131623,1359630,33,"GREAT FALLS, MT",131623,1359630,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,136133,1498912,35,"MINNEAPOLIS, MN",136133,1498912,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,225422,976921,38,"DETROIT, MI",225422,976921,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,454587,6122203,39,"CHICAGO, IL",454587,6122203,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,88323,2472684,41,"CLEVELAND, OH",88323,2472684,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,0,16858,49,"SAN JUAN, PR",0,16858,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,608291,9155044,52,"MIAMI, FL",608291,9158090,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,689044,3915220,53,"HOUSTON-GALVESTON, TX",689044,3915220,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,3209,11379,54,"WASHINGTON, DC",3209,11379,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4759,ITALY,00,0,2723,55,"DALLAS-FORT WORTH, TX",0,2723,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4791,CROATIA,00,0,77413,10,"NEW YORK CITY, NY",0,77413,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4791,CROATIA,00,8153,23418,39,"CHICAGO, IL",8153,23418,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4791,CROATIA,00,22077,45781,45,"ST. LOUIS, MO",22077,45781,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
DET,HSCYCSDT,4792,SLOVENIA,00,0,3428,41,"CLEVELAND, OH",0,3428,COFFEE; COFFEE HUSKS ETC; SUBSTITUTES WITH COFFEE,0901,2019,12
